Category,Subcategory,Parameter,Parameter_ID,Unit,Requirement,Requirement_Min,Requirement_Max,Preferred_Value,Comparison_Type,Weight,Critical,Vendor,Model,Vendor_Value,Test_Condition,Source,Source_Date,Remarks
Performance & Efficiency,Efficiency,Efficiency @ 75% Load,P053,%,,,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,98.6,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,Efficiency @ 75% Load,P053,%,,,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,98.1,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,DemoVolt PCS-A,DV-2500-L,98.7,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,GridCore PCS-B,GC-2500-A,98.4,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,PowerStack PCS-C,PS-2200-L,97.9,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,DemoVolt PCS-A,DV-2500-L,98.7,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,GridCore PCS-B,GC-2500-A,98.5,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,PowerStack PCS-C,PS-2200-L,98,"50% load, 1250Vdc, 25°C",Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,"50% load, 1250Vdc, 25°C",,,Data Pending
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,,"50% load, 1250Vdc, 25°C",,,Data Pending
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,,"50% load, 1250Vdc, 25°C",,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,DemoVolt PCS-A,DV-2500-L,350,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,GridCore PCS-B,GC-2500-A,420,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,PowerStack PCS-C,PS-2200-L,500,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,DemoVolt PCS-A,DV-2500-L,600,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,GridCore PCS-B,GC-2500-A,120,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,PowerStack PCS-C,PS-2200-L,60,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,120,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,60,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,30,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,DemoVolt PCS-A,DV-2500-L,5,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,GridCore PCS-B,GC-2500-A,2,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,6000,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,5000,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,4000,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,PowerStack PCS-C,PS-2200-L,NO,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Reactive Power Control,P076,,YES,,,,Boolean,3,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Volt-VAR,P077,,YES,,,,Boolean,2,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Volt-Watt,P078,,YES,,,,Boolean,2,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Frequency-Watt,P079,,YES,,,,Boolean,2,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Control,Droop Control,P080,,YES,,,,Boolean,2,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Grid Support,Dynamic,Active Power Ramp Rate,P081,%/s,,,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Grid Support,Dynamic,Reactive Power Response Time,P082,ms,,,,,Lower_Better,2,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,DemoVolt PCS-A,DV-2500-L,30,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,GridCore PCS-B,GC-2500-A,50,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Dynamic,Active Power Response Time,P083,ms,≤ 100,,100,,Lower_Better,3,NO,PowerStack PCS-C,PS-2200-L,80,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Black Start,P084,,YES,,,,Boolean,3,NO,PowerStack PCS-C,PS-2200-L,NO,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Islanding Operation,P085,,YES,,,,Boolean,2,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Grid Support,Advanced,Synchronization Time,P086,s,,,,,Lower_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Virtual Synchronous Machine,P087,,YES,,,,Boolean,2,NO,PowerStack PCS-C,PS-2200-L,NO,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Grid Support,Advanced,Synthetic Inertia,P088,,YES,,,,Boolean,2,NO,PowerStack PCS-C,PS-2200-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,DemoVolt PCS-A,DV-2500-L,-30,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,GridCore PCS-B,GC-2500-A,-25,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Minimum Operating Temperature,P089,°C,≤ -20,,-20,,Lower_Better,2,NO,PowerStack PCS-C,PS-2200-L,-20,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,DemoVolt PCS-A,DV-2500-L,60,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,GridCore PCS-B,GC-2500-A,60,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Maximum Operating Temperature,P090,°C,≥ 60,60,,,Higher_Better,2,NO,PowerStack PCS-C,PS-2200-L,55,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,DemoVolt PCS-A,DV-2500-L,55,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,GridCore PCS-B,GC-2500-A,50,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Full Rated Power Temperature,P091,°C,≥ 50,50,,55,Higher_Better,5,YES,PowerStack PCS-C,PS-2200-L,45,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,DemoVolt PCS-A,DV-2500-L,55,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,GridCore PCS-B,GC-2500-A,50,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Derating Start Temperature,P092,°C,≥ 50,50,,,Higher_Better,4,NO,PowerStack PCS-C,PS-2200-L,45,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Thermal & Environmental,Temp,Maximum Temperature,P093,°C,,,,,Higher_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Thermal & Environmental,Temp,Temperature Derating,P094,%/°C,,,,,Lower_Better,2,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Thermal & Environmental,Storage,Minimum Storage Temperature,P095,°C,,,,,Lower_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Thermal & Environmental,Storage,Maximum Storage Temperature,P096,°C,,,,,Higher_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,DemoVolt PCS-A,DV-2500-L,0-100,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,GridCore PCS-B,GC-2500-A,0-100,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Relative Humidity,P097,%,0-100,,,,Range,2,NO,PowerStack PCS-C,PS-2200-L,May-95,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,DemoVolt PCS-A,DV-2500-L,4000,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,GridCore PCS-B,GC-2500-A,4000,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Maximum Altitude,P098,m,≥ 3000,3000,,,Higher_Better,3,NO,PowerStack PCS-C,PS-2200-L,3000,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Thermal & Environmental,Env,Altitude Derating,P099,,,,,,Text,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,DemoVolt PCS-A,DV-2500-L,Liquid,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,GridCore PCS-B,GC-2500-A,Forced air,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Cooling,Cooling Type,P100,,,,,,Text,2,NO,PowerStack PCS-C,PS-2200-L,Liquid,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,DemoVolt PCS-A,DV-2500-L,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,GridCore PCS-B,GC-2500-A,,,,,Data Pending
Thermal & Environmental,Cooling,Cooling Power Consumption,P101,W,,,,,Lower_Better,1,NO,PowerStack PCS-C,PS-2200-L,,,,,Data Pending
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,DemoVolt PCS-A,DV-2500-L,72,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,GridCore PCS-B,GC-2500-A,75,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Noise,P102,dB,≤ 80,,80,,Lower_Better,2,NO,PowerStack PCS-C,PS-2200-L,80,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,DemoVolt PCS-A,DV-2500-L,65,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,GridCore PCS-B,GC-2500-A,66,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Enclosure,IP Rating (Env),P103,IP,≥ 54,54,,,Higher_Better,3,NO,PowerStack PCS-C,PS-2200-L,54,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,DemoVolt PCS-A,DV-2500-L,C5,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,GridCore PCS-B,GC-2500-A,C4,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Corrosion Protection,P104,,C4/C5,,,,Text,3,NO,PowerStack PCS-C,PS-2200-L,C4,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Salt Mist Resistance,P105,,YES,,,,Boolean,2,NO,DemoVolt PCS-A,DV-2500-L,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
Thermal & Environmental,Env,Salt Mist Resistance,P105,,YES,,,,Boolean,2,NO,GridCore PCS-B,GC-2500-A,YES,,Sample/Demo,8/1/2026,DEMO DATA — not real specs
